GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Doxia :: Core,org.apache.maven.doxia.macro,MacroRequest,4,64,0,4,2,17,1,10,1,8
Doxia :: Core,org.apache.maven.doxia.macro,MacroExecutionException,4,5,0,0,2,2,1,1,1,1
Doxia :: Core,org.apache.maven.doxia.macro,SsiMacro,0,86,0,8,0,18,0,7,0,3
Doxia :: Core,org.apache.maven.doxia.macro,AbstractMacro,4,66,2,8,2,17,2,8,0,5
Doxia :: Core,org.apache.maven.doxia.macro,Macro,0,7,0,0,0,2,0,1,0,1
Doxia :: Core,org.apache.maven.doxia.macro,EchoMacro,0,57,0,6,0,10,0,5,0,2
Doxia :: Core,org.apache.maven.doxia.macro,SwfMacro,13,275,15,24,4,61,13,13,0,2
Doxia :: Core,org.apache.maven.doxia,Doxia,4,0,0,0,1,0,1,0,1,0
Doxia :: Core,org.apache.maven.doxia,DefaultDoxia,25,0,0,0,6,0,3,0,3,0
Doxia :: Core,org.apache.maven.doxia.parser.module,AbstractParserModule,62,0,0,0,19,0,8,0,8,0
Doxia :: Core,org.apache.maven.doxia.parser.module,DefaultParserModuleManager,58,0,6,0,12,0,6,0,3,0
Doxia :: Core,org.apache.maven.doxia.parser.module,ParserModuleNotFoundException,13,0,0,0,6,0,3,0,3,0
Doxia :: Core,org.apache.maven.doxia.parser.manager,ParserNotFoundException,13,0,0,0,6,0,3,0,3,0
Doxia :: Core,org.apache.maven.doxia.parser.manager,ParserManager,4,0,0,0,1,0,1,0,1,0
Doxia :: Core,org.apache.maven.doxia.parser.manager,DefaultParserManager,25,0,2,0,5,0,3,0,2,0
Doxia :: Core,org.apache.maven.doxia.macro.snippet,SnippetReader,35,241,3,33,4,55,4,24,1,9
Doxia :: Core,org.apache.maven.doxia.macro.snippet,SnippetMacro,64,293,9,23,11,69,9,19,1,11
Doxia :: Core,org.apache.maven.doxia.sink.impl,Xhtml5BaseSink,372,2047,77,152,106,602,104,183,28,143
Doxia :: Core,org.apache.maven.doxia.sink.impl,RandomAccessSink,827,154,1,5,343,42,164,10,163,8
Doxia :: Core,org.apache.maven.doxia.sink.impl,SinkUtils,0,478,2,22,0,64,2,15,0,5
Doxia :: Core,org.apache.maven.doxia.sink.impl,AbstractXmlSink,4,153,1,15,2,43,2,17,1,10
Doxia :: Core,org.apache.maven.doxia.sink.impl,AbstractTextSink,3,0,0,0,1,0,1,0,1,0
Doxia :: Core,org.apache.maven.doxia.sink.impl,SinkEventAttributeSet.Semantics,3,436,0,0,1,30,1,1,1,1
Doxia :: Core,org.apache.maven.doxia.sink.impl,AbstractXmlSinkFactory,0,3,0,0,0,1,0,1,0,1
Doxia :: Core,org.apache.maven.doxia.sink.impl,AbstractSink,2,78,1,13,1,19,1,11,0,5
Doxia :: Core,org.apache.maven.doxia.sink.impl,AbstractBinarySinkFactory,59,0,6,0,11,0,7,0,4,0
Doxia :: Core,org.apache.maven.doxia.sink.impl,SinkAdapter,21,372,5,39,11,240,14,174,10,156
Doxia :: Core,org.apache.maven.doxia.sink.impl,SinkEventAttributeSet,0,514,1,43,0,106,1,47,0,26
Doxia :: Core,org.apache.maven.doxia.sink.impl,XhtmlBaseSink,518,1837,77,154,133,527,110,152,35,110
Doxia :: Core,org.apache.maven.doxia.sink.impl,AbstractTextSinkFactory,55,12,6,0,10,2,6,2,3,2
Doxia :: Core,org.apache.maven.doxia.sink.impl,PipelineSink,46,0,2,0,10,0,5,0,4,0
Doxia :: Core,org.apache.maven.doxia.parser,AbstractParser,67,59,3,3,21,21,10,9,8,8
Doxia :: Core,org.apache.maven.doxia.parser,AbstractXmlParser,173,423,21,59,40,115,23,43,7,19
Doxia :: Core,org.apache.maven.doxia.parser,Parser,4,0,0,0,1,0,1,0,1,0
Doxia :: Core,org.apache.maven.doxia.parser,XhtmlBaseParser,94,2411,41,219,28,589,38,130,3,33
Doxia :: Core,org.apache.maven.doxia.parser,AbstractTextParser,5,0,0,0,2,0,2,0,2,0
Doxia :: Core,org.apache.maven.doxia.parser,Xhtml5BaseParser,228,1902,53,305,55,449,52,166,5,32
Doxia :: Core,org.apache.maven.doxia.parser,AbstractXmlParser.CachedFileEntityResolver,152,154,8,10,19,36,7,7,0,5
Doxia :: Core,org.apache.maven.doxia.parser,ParseException,96,0,4,0,24,0,14,0,12,0
Doxia :: Core,org.apache.maven.doxia.macro.manager,MacroManager,0,4,0,0,0,1,0,1,0,1
Doxia :: Core,org.apache.maven.doxia.macro.manager,DefaultMacroManager,0,25,0,2,0,5,0,3,0,2
Doxia :: Core,org.apache.maven.doxia.macro.manager,MacroNotFoundException,9,4,0,0,4,2,2,1,2,1
Doxia :: Core,org.apache.maven.doxia.index,IndexEntry,83,154,13,13,21,42,12,18,4,13
Doxia :: Core,org.apache.maven.doxia.index,IndexingSink,54,122,2,1,28,47,15,18,13,18
Doxia :: Core,org.apache.maven.doxia.document.io.xpp3,DocumentXpp3Reader.new DocumentXpp3Reader.ContentTransformer() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: Core,org.apache.maven.doxia.document.io.xpp3,DocumentXpp3Reader,658,1755,111,225,124,302,97,107,16,20
Doxia :: Core,org.apache.maven.doxia.document.io.xpp3,DocumentXpp3Writer,82,1318,93,99,18,222,94,16,2,12
Doxia :: Core,org.apache.maven.doxia.util,ByLineReaderSource,34,77,5,7,12,26,5,9,2,6
Doxia :: Core,org.apache.maven.doxia.util,XmlValidator.MessagesErrorHandler,121,17,10,0,32,8,10,3,4,3
Doxia :: Core,org.apache.maven.doxia.util,XmlValidator,21,105,7,5,3,28,6,5,0,5
Doxia :: Core,org.apache.maven.doxia.util,LineBreaker,171,0,20,0,52,0,20,0,9,0
Doxia :: Core,org.apache.maven.doxia.util,DoxiaUtils,43,367,6,86,10,51,6,52,2,10
Doxia :: Core,org.apache.maven.doxia.util,HtmlTools,50,777,9,58,8,89,9,40,0,14
Doxia :: Core,org.apache.maven.doxia.macro.toc,TocMacro,34,209,8,22,4,53,8,11,0,4
Doxia :: Core,org.apache.maven.doxia.document,DocumentMeta,264,1419,165,119,33,273,139,66,4,59
Doxia :: Core,org.apache.maven.doxia.document,DocumentTOC,31,174,16,14,8,37,17,10,3,9
Doxia :: Core,org.apache.maven.doxia.document,DocumentTOCItem,48,217,23,19,10,44,24,11,4,10
Doxia :: Core,org.apache.maven.doxia.document,DocumentStatistic,18,738,30,30,2,149,30,32,0,32
Doxia :: Core,org.apache.maven.doxia.document,DocumentAuthor,131,774,100,62,6,144,82,34,1,34
Doxia :: Core,org.apache.maven.doxia.document,DocumentHyperlinkBehaviour,10,77,8,6,2,19,7,6,0,6
Doxia :: Core,org.apache.maven.doxia.document,DocumentCover,131,651,84,54,16,123,69,32,2,30
Doxia :: Core,org.apache.maven.doxia.document,DocumentModel,26,236,25,19,1,50,21,15,0,14
Doxia :: Core,org.apache.maven.doxia.document,DocumentTemplate,30,237,26,20,3,47,22,14,0,13
Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},2,3,0,0,1,1,1,1,1,1
Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
